"OrNV-Ma07","41048/1","34828/1","29069/1","29099/1","38635/1","43280/1","3335/1","32540/1","43139/1","39448/1","35241/1","18077/1","31426/1","20610/1","19190/1","43266/1","5723/1","40009/1","32538/1","19256/1","3332/1","30211/1","29070/1","34829/1","41031/1","41059/1","35214/1","29059/1","41069/1","30194/1","44796/1","32554/1","5703/1","44743/1","41041/1","34830/1","30217/1","37980/1","29058/1","43267/1","4533/1","18076/1","38659/1","5702/1","41062/1","31427/1","41030/1","29093/1","43192/1","41047/1","43279/1","41071/1","37895/1","25404/1","32107/1","29080/1","44780/1","19228/1","13415/1","39509/1","38665/1","16947/1","20620/1","41929/1","30193/1","32134/1","37902/1","25461/1","43292/1","29081/1","7901/1","19220/1","43270/1","44783/1","4544/1","32539/1","30199/1","29056/1","20648/1","29094/1","30212/1","7899/1","4536/1","4543/1","44751/1","5701/1","8523/1","30219/1","37998/1","41072/1","20627/1","30201/1","44773/1","38646/1","32068/1","39521/1","23712/1","40359/1","25424/1","35240/1","32098/1","40358/1","3740/1","44791/1","39516/1","8510/1","24623/1","19242/1","25448/1","30186/1","44729/1","35273/1","13876/1","43152/1","8553/1","41924/1","38668/1","37860/1","40361/1","1888/1","44804/1","37859/1","20629/1","19184/1","30190/1","19257/1","39461/1","40350/1","32090/1","38633/1","40362/1","30183/1","19214/1","19235/1","44808/1","20604/1","44840/1","7904/1","39413/1","44834/1","44813/1","8548/1","44741/1","35216/1","39424/1","20622/1","24633/1","1898/1","33356/1","1843/1","13881/1","23754/1","extracted_numbers"
100,NA,98.235,97.311,93.304,NA,NA,NA,99.113,NA,NA,98.094,98.223,NA,97.229,97.719,98.348,NA,NA,98.352,NA,NA,NA,96.701,96.819,NA,97.727,95.472,NA,NA,NA,NA,NA,NA,98.728,NA,NA,NA,NA,NA,NA,NA,NA,96.203,NA,NA,NA,NA,NA,NA,96.438,NA,97.348,NA,94.724,96.835,NA,NA,NA,97.321,NA,NA,NA,NA,NA,96.348,NA,NA,97.468,NA,94.147,NA,NA,96.882,NA,NA,95.812,97.328,94.463,88.346,88.59,97.84,95.828,84.191,98.354,NA,78.715,NA,NA,NA,95,97.465,97.472,NA,NA,93.5,NA,NA,NA,NA,NA,98.606,NA,NA,NA,NA,94.856,NA,NA,96.287,95.849,95.21,98.604,95.449,96.835,96.742,NA,NA,97.977,95.985,NA,NA,95.729,97.704,96.334,97.345,98.733,NA,98.228,NA,95.833,94.228,96.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
100,NA,96.384,96.689,95.255,NA,NA,NA,97.709,NA,NA,95.233,97.936,NA,97.489,98.294,97.948,NA,NA,97.503,NA,NA,NA,95.202,98.74,NA,98.282,98.598,NA,NA,NA,NA,NA,NA,97.952,NA,NA,NA,NA,NA,NA,NA,NA,95.928,NA,NA,NA,NA,NA,NA,96.583,NA,97.727,NA,97.725,93.964,NA,NA,NA,96.018,NA,NA,NA,NA,NA,95.233,NA,NA,95.455,NA,95.914,NA,NA,97.941,NA,NA,NA,96.918,95.006,95.023,95.909,97.477,95.147,91.751,97.727,NA,80.717,NA,NA,NA,97.368,96.667,98.4,NA,NA,91.373,NA,NA,NA,NA,NA,96.921,NA,NA,NA,NA,98.171,NA,NA,96.568,96.023,95.444,98.627,94.564,97.153,97.149,NA,NA,97.6,97.595,NA,NA,96.259,94.994,96.25,96.275,98.514,NA,97.948,NA,97.824,96.579,95.205,NA,NA,NA,NA,NA,NA,NA,NA,95.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
100,NA,98,97.096,92.129,NA,NA,NA,97.725,NA,NA,96.126,99.091,NA,98.545,98.814,98.544,NA,NA,98.187,NA,NA,NA,96.824,97.371,NA,99.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.923,NA,NA,NA,NA,NA,NA,98.633,NA,96.917,NA,96.36,94.77,NA,NA,NA,97.736,NA,NA,NA,NA,NA,97.649,NA,NA,98.185,NA,95.286,NA,NA,98.358,NA,NA,NA,96.642,96.438,95.393,94.67,97.832,94.485,95.814,84.192,NA,80.073,NA,NA,NA,96.105,98.457,98.997,NA,NA,95.924,NA,NA,NA,NA,NA,98.271,NA,NA,NA,98.638,96.636,NA,NA,97.82,98.364,95.221,98.728,95.574,97.205,96.912,NA,NA,98.814,96.807,NA,NA,98.817,93.841,95.582,96.296,97.238,NA,96.467,NA,97.552,97.189,94.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
100,NA,98.101,100,94.937,NA,NA,NA,100,NA,NA,96.203,96.815,NA,100,100,98.077,NA,NA,100,NA,NA,NA,96.795,98.718,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.78,NA,NA,NA,NA,NA,NA,95.541,NA,98.077,NA,95.513,97.484,NA,NA,NA,98.718,NA,NA,NA,NA,NA,96.178,NA,NA,100,NA,100,NA,NA,100,NA,NA,NA,99.359,99.359,94.304,95.139,100,99.359,100,93.038,NA,87.407,NA,NA,NA,96.795,100,97.902,NA,NA,97.436,NA,NA,NA,NA,NA,96.795,NA,NA,NA,100,95.513,NA,NA,96.815,97.436,96.226,99.359,97.436,99.359,97.484,NA,NA,100,93.082,NA,NA,99.342,100,98.077,94.231,98.077,NA,96.795,NA,98.101,88.75,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
100,NA,94.892,97.074,96.226,NA,NA,NA,97.872,NA,NA,98.652,97.035,NA,98.128,98.113,98.652,NA,NA,99.459,NA,NA,NA,98.645,97.222,NA,98.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.385,NA,NA,NA,NA,NA,NA,97.581,NA,96.477,NA,96.515,97.568,NA,NA,NA,97.849,NA,NA,NA,NA,NA,96.721,NA,NA,96.226,NA,96.791,NA,NA,96.73,NA,NA,NA,95.467,97.568,97.568,95.148,97.855,95.957,94.118,94.609,NA,95.652,NA,NA,NA,97.581,97.305,99.194,NA,NA,94.385,NA,NA,NA,NA,NA,98.118,NA,NA,NA,98.108,94.92,NA,NA,97.297,97.027,91.711,97.051,98.113,98.922,97.838,NA,NA,98.922,95.957,NA,NA,94.974,99.73,97.059,95.455,98.383,NA,95.43,NA,97.849,92.722,94.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
100,NA,97.323,97.788,94.882,NA,NA,NA,98.814,NA,NA,97.884,97.954,NA,98.03,98.499,97.948,NA,NA,99.13,NA,NA,NA,97.404,97.436,NA,97.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.146,NA,NA,NA,NA,NA,NA,98.028,NA,97.63,NA,95.696,95.788,NA,NA,NA,97.876,NA,NA,NA,NA,NA,96.633,NA,NA,98.107,NA,94.778,NA,NA,96.088,NA,NA,NA,98.893,98.031,89.105,95.997,98.578,95.987,93.863,93.584,NA,96.619,NA,NA,NA,98.329,97.571,97.574,NA,NA,96.308,NA,NA,NA,NA,NA,97.48,NA,NA,NA,99.289,97.308,NA,NA,97.874,96.381,95.193,98.63,95.047,97.717,97.02,NA,NA,99.206,96.706,NA,NA,97.722,98.106,96.22,96.538,95.833,NA,97.41,NA,98.582,91.869,95.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
100,NA,99.206,98.413,94.466,NA,NA,NA,99.209,NA,NA,98.031,98.387,NA,98.81,100,99.605,NA,NA,100,NA,NA,NA,95.122,NA,NA,97.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.925,NA,NA,NA,NA,NA,NA,99.603,NA,99.605,NA,94.672,98.413,NA,NA,NA,96.429,NA,NA,NA,NA,NA,98.81,NA,NA,97.951,NA,95.968,NA,NA,96.863,NA,NA,NA,97.619,98.016,97.619,90.875,96.429,95.669,94.118,96.825,NA,95.652,NA,NA,NA,97.233,97.628,98.374,NA,NA,94.882,NA,NA,NA,NA,NA,96.471,NA,NA,NA,98.81,95.276,NA,NA,98.814,94.488,98.819,98.785,98.031,98.024,98.024,NA,NA,98.024,98.047,NA,NA,94.34,99.206,100,94.882,99.206,NA,98.413,NA,94.422,95.294,93.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
100,NA,98.655,97.462,95.47,NA,NA,NA,98.142,NA,NA,97.479,91.723,NA,98.314,97.639,97.8,NA,NA,97.311,NA,NA,NA,96.115,NA,NA,91.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.479,NA,NA,NA,NA,NA,NA,97.475,NA,97.8,NA,95.333,98.139,NA,NA,NA,98.142,NA,NA,NA,NA,NA,94.234,NA,NA,97.217,NA,96.801,NA,NA,98.151,NA,NA,NA,98.988,98.653,91.333,96.141,95.31,95.492,94.833,95.134,NA,97.124,NA,NA,NA,97.963,96.639,97.97,NA,NA,95.302,NA,NA,NA,NA,NA,98.308,NA,NA,NA,98.482,97.492,NA,NA,95.987,94.536,95.278,96.975,96.672,97.128,96.321,NA,NA,98.314,96.134,NA,NA,98.482,98.649,97.8,96.447,97.47,NA,97.297,NA,95.791,90.547,95.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
100,NA,91.971,95.062,92.075,NA,NA,NA,93.19,NA,NA,94.545,95.255,NA,96,95.636,96.715,NA,NA,93.907,NA,NA,NA,94.891,NA,NA,93.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.209,NA,NA,NA,NA,NA,NA,94.909,NA,94.891,NA,92.251,92.364,NA,82.692,NA,95.985,NA,NA,NA,NA,NA,93.907,NA,NA,94.182,NA,92.058,NA,NA,93.478,NA,91.753,NA,95.255,93.116,95.041,94.928,93.852,90.756,91.241,90.58,NA,94.526,NA,NA,NA,95.324,94.946,95.539,NA,NA,93.455,NA,NA,NA,NA,NA,96.715,NA,NA,NA,96.35,96.198,NA,NA,94.946,86.643,94.891,95.273,91.636,95.522,92.029,NA,NA,94.224,95.636,NA,NA,93.548,95.273,91.815,94.585,96,NA,92.029,NA,94.526,92.661,94.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
100,NA,96.85,98.425,89.231,NA,NA,NA,98.413,NA,NA,94.326,96.825,NA,98.413,98.413,98.413,NA,NA,98.425,NA,NA,NA,95.935,NA,NA,96.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.868,NA,NA,NA,NA,NA,NA,93.893,NA,93.75,NA,98.425,96.063,NA,94.574,NA,95.312,NA,NA,NA,NA,NA,96.748,NA,NA,96.063,NA,88.55,NA,NA,95.276,NA,91.597,NA,98.425,97.638,94.488,92.969,93.023,96.61,88.636,98.425,NA,96.063,NA,NA,NA,98.425,98.413,97.619,NA,NA,92.562,NA,NA,NA,NA,NA,96.032,NA,NA,NA,98.425,97.656,NA,NA,97.521,95,97.638,98.333,92.308,98.413,90.551,NA,NA,98.413,95.2,NA,NA,96.85,98.425,98.425,93.846,95.276,NA,93.798,NA,98.425,97.638,98.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
100,NA,97.315,96.785,93.929,NA,NA,NA,97.815,NA,98.568,98.49,98.151,NA,98.157,NA,96.477,NA,90.789,98.99,NA,NA,NA,97.819,NA,NA,97.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.137,NA,NA,NA,NA,NA,NA,97.643,NA,95.341,NA,94.281,97.993,NA,96.5,NA,93.367,NA,NA,NA,NA,NA,96.026,NA,NA,98.148,NA,97.655,NA,NA,97.138,NA,95.134,NA,98.157,94.69,88.907,94.893,92.028,95.477,97.659,97.148,NA,96.817,NA,NA,NA,98.164,98.992,96.013,NA,NA,97.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.328,96.65,NA,NA,98.826,94.518,93.645,98.49,92.845,97.496,95.993,NA,97,94.992,96.16,97.324,NA,98.662,96.683,92.833,97.347,97.993,NA,98.48,NA,98.17,96.494,96.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
100,NA,97.826,96.838,94.291,NA,NA,NA,98.218,NA,98.024,96.654,99.192,NA,98.819,NA,98.817,NA,96.074,99.209,NA,NA,NA,96.634,NA,NA,97.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.706,NA,NA,NA,NA,NA,NA,98.419,NA,98.419,NA,94.106,95.882,NA,95.069,NA,97.822,97.203,NA,NA,NA,NA,98.204,NA,NA,98.416,NA,95.686,NA,NA,96.26,NA,95.882,NA,98.986,92,91.406,94.695,97.239,91.961,95.686,96.063,NA,96.686,NA,NA,NA,96.647,99.208,98.416,NA,NA,98.225,NA,NA,NA,NA,NA,95.688,NA,NA,NA,97.26,97.628,NA,NA,97.446,95.499,85.821,98.028,89.157,96.893,98.039,NA,85.135,98.228,96.844,96.686,NA,96.64,98.02,99.211,98.614,97.83,NA,97.822,NA,97.436,89.922,96.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
100,NA,95.152,89.247,88.764,NA,NA,NA,92.857,NA,95.48,96.61,94.972,NA,97.238,NA,94.972,NA,89.56,92.697,NA,NA,NA,97.59,NA,NA,96.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.35,NA,96.61,NA,NA,94.915,NA,98.947,NA,95.48,96.089,NA,NA,NA,NA,NA,NA,NA,95.48,NA,92.135,NA,NA,98.883,NA,93.258,NA,96.61,96.875,91.525,94.35,98.305,94.083,96.61,95.531,NA,97.175,NA,NA,NA,92.697,93.333,95.58,NA,NA,96.045,NA,NA,NA,NA,NA,97.74,NA,NA,NA,94.444,95.506,NA,NA,97.175,97.143,NA,96.629,92.697,96.629,96.111,NA,NA,96.045,96.045,93.168,NA,98.305,92.697,82.609,91.061,97.175,NA,94.35,NA,98.305,89.888,94.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
100,NA,96.348,97.561,95.304,NA,NA,NA,98.418,NA,97.902,98.424,97.906,NA,98.606,NA,99.476,NA,94.271,99.301,NA,NA,NA,95.406,NA,NA,97.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.966,NA,NA,NA,NA,NA,NA,99.474,NA,97.902,NA,94.766,96.975,NA,95.819,NA,93.867,98.214,NA,NA,NA,NA,NA,NA,NA,99.126,NA,96.213,NA,NA,97.731,NA,95.329,NA,96.528,89.005,96.51,95.164,96.848,98.604,93.403,97.561,NA,97.232,NA,NA,NA,97.378,97.582,99.474,NA,NA,98.776,NA,NA,NA,NA,NA,98.255,NA,NA,NA,99.825,97.739,NA,NA,97.033,96.69,90.536,99.298,95.28,94.118,96.667,NA,98.077,99.473,98.953,94.792,NA,98.07,97.731,96.329,96.864,96.546,NA,96.701,NA,97.552,93.068,95.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
100,NA,97.062,97.4,94.781,NA,NA,NA,97.39,NA,96.919,96.686,97.509,NA,97.979,NA,95.843,NA,92.663,99.405,NA,NA,NA,96.552,NA,NA,98.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.602,NA,NA,NA,NA,NA,NA,97.981,NA,99.169,NA,97.173,97.63,NA,95.75,NA,95.719,96.53,NA,NA,NA,NA,NA,NA,NA,98.571,91.844,NA,NA,NA,97.024,NA,95.995,NA,96.816,95.962,95.165,95.018,99.037,95.165,97.39,99.168,NA,97.714,NA,NA,NA,93.16,98.1,98.225,NA,NA,97.166,NA,NA,NA,NA,NA,97.156,NA,NA,NA,99.643,98.578,NA,NA,96.675,96.778,87.544,98.575,91.509,95.853,96.336,NA,97.981,99.168,97.976,94.286,NA,94.405,98.216,98.811,97.409,98.929,NA,95.647,NA,95.39,91.962,97.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
100,NA,99.138,98.712,95.238,NA,NA,NA,96.983,NA,96.97,98.268,97.403,NA,100,NA,96.983,NA,96.121,99.134,NA,NA,NA,97.414,NA,NA,97.368,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.69,NA,NA,NA,NA,NA,NA,99.134,NA,98.712,NA,94.444,91.949,NA,97.425,NA,99.16,96.104,NA,NA,NA,NA,NA,NA,NA,99.123,98.712,NA,NA,NA,99.13,NA,92.735,NA,99.138,97.425,98.268,98.283,95.238,99.134,90.393,94.421,NA,96.61,NA,NA,NA,95.238,97.642,100,NA,NA,98.268,NA,NA,NA,NA,NA,97.854,NA,NA,NA,97.447,98.283,NA,NA,97.021,98.701,89.27,98.701,90.222,97.403,97.835,NA,99.563,97.807,99.134,96.996,NA,96.121,97.38,97.183,96.104,96.93,NA,98.701,NA,98.268,92.241,96.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
100,NA,96.552,97.222,98.958,NA,NA,NA,98.958,NA,98.282,96.897,97.924,NA,97.569,NA,97.931,NA,94.558,97.917,NA,NA,NA,93.19,NA,NA,99.306,NA,NA,NA,NA,NA,95.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.31,NA,NA,NA,NA,NA,NA,98.621,NA,93.165,NA,96.416,91.639,NA,96.207,NA,NA,94.502,NA,NA,NA,NA,NA,NA,NA,94.539,94.576,NA,NA,NA,94.792,NA,95.833,NA,97.586,95.876,94.237,94.792,97.917,97.917,92.334,93.793,NA,94.81,NA,NA,NA,98.168,91.724,98.611,NA,NA,96.516,NA,NA,NA,NA,NA,96.897,NA,NA,NA,98.282,94.881,NA,NA,92.388,97.586,90.681,97.917,93.262,98.264,99.306,NA,95.548,96.54,97.917,98.264,NA,92.014,98.962,96.552,97.232,97.232,NA,95.985,NA,97.569,95.517,93.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
100,NA,97.345,98.061,97.033,NA,NA,NA,98.251,NA,96.504,96.782,97.577,NA,97.58,NA,97.566,NA,94.524,96.751,NA,NA,NA,95.469,NA,NA,98.252,NA,NA,NA,NA,NA,96.546,93.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.424,NA,NA,NA,NA,NA,NA,96.975,NA,97.368,NA,95.609,95.161,NA,97.305,NA,NA,92.957,NA,NA,NA,NA,NA,NA,NA,96.754,92.196,NA,NA,NA,96.564,NA,95.331,NA,97.254,95.071,100,96.771,94.377,94.988,95.833,96.292,NA,96.211,NA,93.259,NA,93.696,96.639,95.898,NA,NA,96.106,NA,NA,NA,NA,NA,96.573,NA,NA,NA,96.295,95.757,NA,NA,96.971,97.007,90.816,97.153,87.461,96.701,98,NA,95.923,98.154,97.806,95.211,NA,95.408,96.367,95.131,95.839,97.069,NA,93.954,NA,95.534,94.448,95.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
100,NA,100,100,97.183,NA,NA,NA,99.291,NA,94.326,97.163,95.652,NA,97.887,NA,100,NA,87.838,100,95,NA,NA,96.454,NA,NA,100,NA,NA,NA,NA,NA,100,91.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.889,NA,NA,NA,NA,NA,NA,98.582,100,NA,NA,97.872,94.406,NA,100,NA,NA,98.582,NA,NA,NA,NA,NA,NA,NA,100,95.139,NA,NA,NA,97.163,NA,97.183,NA,97.222,97.872,NA,99.291,96.454,95.205,93.793,100,NA,NA,NA,97.872,NA,99.291,98.582,97.872,NA,NA,93.706,NA,NA,NA,NA,NA,99.291,NA,NA,NA,98.592,100,NA,NA,95.035,100,98.582,98.582,98.319,100,97.241,100,100,100,98.485,97.902,NA,98.529,100,95.07,NA,97.872,NA,100,NA,94.326,97.183,99.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
100,NA,98.039,95.169,100,NA,NA,NA,96.585,NA,98.039,92.958,94.118,NA,98.039,NA,99.512,NA,91.579,98.039,99.02,NA,NA,99.02,NA,NA,98.462,NA,NA,NA,NA,NA,97.059,95.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.631,NA,NA,NA,NA,NA,NA,95.631,93.171,NA,NA,98.93,96.585,NA,97.073,NA,NA,89.32,NA,NA,NA,NA,NA,NA,NA,94.634,98.068,NA,NA,NA,97.826,NA,99.02,NA,98.013,98.522,NA,98.544,95.758,95.652,98.529,97.549,NA,NA,NA,98.039,NA,98.039,98.529,98.544,NA,NA,95.146,NA,NA,NA,NA,NA,95.215,NA,NA,NA,99.02,96.602,NA,NA,98.529,98.058,93.367,98.529,92.754,97.059,95.122,94.258,97.596,100,96.651,97.561,NA,97.059,97.561,98.537,99.02,98.039,NA,96.569,NA,99.02,93.171,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
100,NA,98.507,100,94.444,NA,NA,NA,98.343,NA,94.949,98.02,94.472,NA,99.495,NA,97.99,NA,93.37,99.482,99.495,NA,NA,98.01,NA,NA,93.939,NA,NA,NA,NA,NA,98.492,98.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5,NA,NA,NA,NA,NA,NA,95,94.271,NA,NA,90.164,97.99,NA,96.97,NA,NA,90.909,NA,NA,NA,NA,NA,NA,NA,96.429,95.5,NA,NA,NA,97.99,NA,93.532,NA,98.969,90.955,NA,99,95.5,97.03,97.475,98.99,NA,NA,NA,97.475,NA,97.99,97.5,100,NA,NA,94.271,NA,NA,NA,NA,NA,97.99,NA,NA,NA,99.495,93.069,NA,NA,97,97.959,98.99,98.99,96.392,97.409,99.495,95.98,95.567,99.495,98.974,98.485,NA,98,98,92.929,96.985,98.99,NA,94.03,NA,97.949,98.469,94.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
100,NA,99.048,95.95,98.73,NA,97.152,NA,96.154,NA,98.742,NA,95.253,NA,98.73,NA,98.408,NA,98.095,99.048,98.107,NA,NA,98.423,NA,NA,96.508,NA,NA,NA,NA,NA,97.468,98.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.215,NA,NA,NA,NA,NA,NA,99.048,99.683,NA,NA,95.611,96.479,NA,94.62,NA,NA,94.603,NA,NA,NA,NA,NA,NA,NA,94.969,94.637,NA,NA,NA,83.544,NA,99.048,NA,98.73,97.792,NA,98.413,97.785,99.365,97.161,99.365,NA,NA,NA,90.312,NA,96.552,97.476,97.17,NA,NA,95.639,NA,NA,NA,NA,NA,95.912,NA,NA,NA,95.639,97.484,NA,NA,95.37,98.423,95.873,98.73,96.429,94.937,98.423,96.508,97.17,98.734,98.107,97.785,NA,95.584,88.924,95.899,94.62,94.953,NA,97.46,NA,97.161,95.886,96.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93
100,NA,97.395,98.806,97.15,NA,98.729,NA,96.675,NA,98.486,NA,97.617,NA,97.542,NA,97.778,NA,94.902,96.848,97.462,NA,NA,98.486,NA,NA,97.238,NA,NA,NA,NA,NA,97.141,94.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.038,97.023,NA,NA,NA,NA,NA,98.173,95.099,NA,NA,96.282,96.996,NA,98.247,NA,NA,93.794,NA,NA,NA,NA,NA,NA,NA,93.776,96.833,NA,96.64,NA,95.483,NA,96.054,NA,98.727,95.8,NA,96.267,95.426,94.466,95.714,98.176,98.24,NA,NA,93.879,NA,98.25,98.601,96.835,NA,NA,97.783,NA,NA,NA,NA,NA,97.684,NA,NA,NA,98.807,96.751,NA,NA,98.331,98.416,95.476,98.887,97.207,96.845,98.418,96.038,97.867,97.935,98.493,98.097,NA,96.987,93.349,97.933,94.653,96.84,NA,95.566,NA,97.709,96.708,93.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
100,NA,98.086,99.103,97.561,NA,97.674,NA,97.259,NA,96.91,NA,97.913,NA,96.539,NA,96.197,NA,91.33,96.102,96.964,97.208,NA,93.176,NA,NA,97.02,NA,NA,NA,NA,NA,97.211,96.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.213,97.975,NA,NA,NA,NA,NA,97.612,96.566,NA,NA,96.2,94.303,96.725,96.129,NA,NA,95.673,NA,NA,NA,NA,NA,NA,NA,NA,95.5,NA,93.898,NA,93.961,NA,95.473,NA,98.093,92.157,NA,95.957,96.908,95.776,97.504,96.675,97.557,NA,NA,91.598,NA,97.799,NA,97.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.982,96.879,NA,NA,98.029,97.496,95.009,98.745,93.909,96.505,97.442,97.315,97.618,98.28,98.625,95.136,NA,97.036,94.296,94.201,94.729,97.735,NA,98.083,NA,97.199,96.252,95.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
100,NA,98.108,95.19,96.343,NA,96.474,NA,98.352,NA,95.96,NA,93.099,NA,96.587,NA,93.711,NA,86.692,98.101,97.215,97.226,NA,96.943,NA,NA,97.382,NA,NA,NA,NA,NA,96.222,96.203,NA,96.154,NA,NA,NA,94.18,NA,NA,NA,94.75,96.361,NA,NA,NA,NA,NA,97.487,98.226,NA,NA,95.202,90.123,96.713,94.236,NA,NA,96.717,NA,NA,NA,NA,NA,NA,NA,NA,96.595,NA,94.956,NA,95.597,NA,95.575,NA,98.228,94.34,NA,95.854,97.985,96.717,97.595,97.727,96.599,NA,NA,93.029,NA,96.977,NA,98.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.106,95.25,NA,NA,96.329,97.085,95.844,97.607,93.86,96.474,94.704,98.099,96.863,98.182,96.582,90.452,NA,94.71,96.231,97.601,96.086,96.587,NA,95.96,NA,96.11,94.856,96.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
